Document,Terme,Frequence,Poid
5,main,1,0.21493525475683953
5,caus,1,0.28508278330887
5,explod,1,0.3423765657559657
5,develop,1,0.11447561786881118
5,sim,1,0.31906698815925016
5,mathem,1,0.22326556513389031
5,model,1,0.19751347629656063
5,mad,1,0.1503850084280321
5,poss,1,0.16137843858685905
5,adv,1,0.18332210631067036
5,technolog,1,0.18943045296200126
6,abstract,12,1.1194758409067977
6,conceiv,2,0.16137843858685905
6,method,2,0.13513017936714725
6,gradu,1,0.142541391654435
6,libr,4,0.1806508754092182
6,school,1,0.12476334201318068
6,study,1,0.05848665017531782
6,how-to-do-it,1,0.26372085132785805
6,cours,1,0.11639994825351929
6,includ,2,0.16211713398563282
6,gen,1,0.061920985667085426
6,mat,1,0.08611414797389629
6,characteristc,1,0.26372085132785805
6,typ,2,0.17222829594779257
6,hist,1,0.1101849412278266
6,develop,1,0.05723780893440559
6,publ,3,0.20201067831787864
6,abstract-publishing,1,0.26372085132785805
6,industry,2,0.26783667937934286
6,espec,1,0.1369059733697604
6,unit,1,0.10189070893121861
6,stat,1,0.06633374801621428
6,nee,1,0.06934193496329918
6,standard,1,0.10416425509006241
6,prep,4,0.43701570547383506
6,evalu,2,0.16211713398563282
6,produc,1,0.08032449125962546
6,top,2,0.24808219329117934
6,cal,1,0.11583524691135834
6,text,2,0.20526173424875188
6,sect,1,0.14017632913489347
6,contain,1,0.11639994825351929
6,instruct,2,0.30156888583513153
6,writ,1,0.1049591298372134
6,vary,1,0.0692197368158077
6,edit,1,0.11815364816637702
6,detail,1,0.09909012743998125
6,suppl,1,0.15078444291756576
6,exampl,1,0.09875673814828032
6,exerc,1,0.17718499896410872
6,appendix,1,0.19344433948575215
6,brief,1,0.12064434294509044
6,discuss,2,0.13628864263298174
6,index,1,0.06909809174727011
6,research,5,0.29283447662052586
6,autom,1,0.08678272376318542
6,tre,1,0.11527994615687173
6,extend,1,0.11366754983974942
6,work,2,0.13582222243647715
6,believ,1,0.1329773513955531
6,deserv,1,0.19899855999345545
6,gre,1,0.09471522648100063
6,emphas,1,0.11755881351838685
6,receiv,1,0.12196237062753237
6,past,1,0.1126345367944529
6,comput,2,0.1411906982946896
6,us,2,0.07453271333476319
6,becom,1,0.10263086712437594
6,increas,1,0.09442485199388484
6,import,1,0.08482006904140252
6,aspect,1,0.0984268127761679
6,much,1,0.10618921011093513
6,effort,1,0.10338845092619109
6,expend,1,0.16374719790259148
6,computer-prepared,1,0.26372085132785805
6,extract,2,0.3231552623222792
6,stud,1,0.11163278256694516
6,benefit,2,0.28508278330887
6,know,2,0.29563107416353224
6,understand,1,0.11815364816637702
6,program,1,0.0792569991828746
6,analys,1,0.06164623828911146
6,select,1,0.0808733090258342
6,key,2,0.2738119467395208
6,sent,1,0.1450789336969139
6,seg,1,0.17406054699615459
6,inform,2,0.08446532089781379
6,opportun,2,0.3231552623222792
6,avail,1,0.09273722070724245
6,full-time,1,0.21362342378286753
6,profess,1,0.09682685857178916
6,part-time,1,0.23865978141315503
6,volunt,1,0.2055723016961758
6,many,1,0.07739694889576829
6,find,1,0.09500832305721442
6,act,1,0.07245313294076519
6,pleas,1,0.2240102559504707
6,reward,1,0.16605839677154172
6,contribut,1,0.11583524691135834
6,effect,1,0.08050628442084456
6,stor,1,0.09620891393758405
6,on,1,0.06182906840368764
6,chapt,1,0.12264119068675741
6,devot,1,0.13796215565392816
6,car,1,0.13116927231064324
7,academ,1,0.30902229718274166
7,libr,4,0.5419526262276546
7,build,2,0.7978641083733188
7,guid,1,0.36389076460559944
7,architect,3,1.850150715265582
7,issu,1,0.36792357206027226
7,solv,3,0.9594882148798272
7,book,1,0.19422857393492138
7,attempt,2,0.551559626772857
7,pres,2,0.372635011994494
7,repres,1,0.28502496917164327
7,exampl,2,0.592540428889682
7,success,1,0.34750574073407503
7,import,1,0.2544602071242076
7,problem,1,0.18886454304080932
7,fac,1,0.4076432870775432
7,plan,1,0.28954911141157824
7,new,1,0.20876402543002906
7,colleg,1,0.36389076460559944
7,univers,1,0.2409734737788764
7,remodel,1,0.7911625539835742
7,enlarg,1,0.6408702713486026
7,ex,1,0.30137921957546887
7,structures,1,0.3989320541866594
7,mak,1,0.24716777044731886
7,cas,2,0.6070033940370043
7,study,1,0.17545995052595345
7,evalu,1,0.24317570097844926
7,don,1,0.43523680109074175
7,ellswor,1,0.7911625539835742
7,mason,1,0.7159793442394651
7,brown,1,0.7159793442394651
7,yal,1,0.5315549968923262
7,unsuccess,1,0.7911625539835742
7,exceiv,1,0.4138864669617845
7,show,1,0.30137921957546887
7,avoid,1,0.48473289348341886
7,mistak,1,0.6720307678514121
7,ident,1,0.31016535277857327
8,academ,1,0.24721783774619333
8,libr,5,0.5419526262276546
8,essay,1,0.3696671527574579
8,hon,1,0.5126962170788821
8,guy,2,1.2658600863737188
8,r.,1,0.5126962170788821
8,lyl,1,0.5376246142811297
8,import,2,0.4071363313987322
8,staff,2,0.5886777152964356
8,memb,1,0.2865022348579669
8,individ,1,0.2454207779153229
8,develop,1,0.1373707414425734
8,appr,1,0.6329300431868594
8,admin,1,0.2793598758084463
8,perhap,1,0.3337237689633488
8,sign,1,0.22126669841824792
8,attitud,1,0.34508897997352816
8,on,1,0.14838976416885036
8,acquir,1,0.3618826630021579
8,work,1,0.16298666692377262
8,engend,1,0.6329300431868594
8,insist,1,0.5376246142811297
8,must,2,0.49443567549238665
8,interest,1,0.21507670373905718
8,knowledg,1,0.237816305855955
8,cont,1,0.232384460572294
8,mat,2,0.4133479102747022
8,dealt,1,0.4108518789071589
8,lov,1,0.6329300431868594
8,lit,1,0.174883477419199
8,respect,1,0.2835687555993049
8,scholarship,1,0.45272721371762165
8,admir,1,0.5126962170788821
8,good,1,0.30301342803662157
8,writ,1,0.25190191160931213
8,read,2,0.4254790754306945
8,manifest,1,0.44255585727018637
8,many,1,0.1857526773498439
8,way,1,0.21273953771534726
8,not,1,0.2301706412506632
8,admonit,1,0.6329300431868594
8,though,1,0.3364231899237444
8,prim,2,0.49443567549238665
8,research,2,0.2811210975557048
8,const,1,0.35824453184628047
8,keep,2,0.6963788817451868
8,mind,1,0.3696671527574579
8,oblig,1,0.45272721371762165
8,collect,2,0.37711974323896685
8,contemp,1,0.3877863147867351
8,poetry,1,0.572783475391572
8,fict,1,0.5376246142811297
8,belles-letter,1,0.6329300431868594
8,felt,1,0.3929932749662196
8,respons,1,0.2865022348579669
8,wel,1,0.21749075440272292
8,gen,1,0.14861036560100502
8,book,5,0.7769142957396855
8,cross,1,0.47759654398429313
8,disciplin,2,0.5614769350244516
8,lin,1,0.2943388576482178
8,fel,1,0.572783475391572
8,facul,1,0.3618826630021579
8,most,1,0.47759654398429313
8,concern,1,0.20156994488658447
8,apt,1,0.5126962170788821
8,overlook,1,0.4642664147658052
8,build,1,0.31914564334932755
8,port,1,0.41774531279077104
8,substitut,1,0.4108518789071589
8,thorough,1,0.3929932749662196
8,acquaint,1,0.4933735240708219
8,crit,1,0.2538575667374149
8,review,1,0.2301706412506632
8,counsel,1,0.572783475391572
8,presid,1,0.4933735240708219
8,profess,1,0.232384460572294
8,colleg,1,0.29111261168447955
8,thrust,1,0.572783475391572
8,nee,1,0.16642064391191808
8,world,1,0.269111678935013
8,publ,1,0.1616085426543029
8,contin,1,0.5126962170788821
8,impress,1,0.4642664147658052
8,upon,1,0.27155284687111897
8,us,1,0.08943925600171584
9,access,2,0.8632411551832879
9,libr,2,0.3613017508184364
9,colleg,1,0.4851876861407992
9,study,3,0.7018398021038138
9,assum,1,0.46334098764543336
9,addit,1,0.42987050951367906
9,us,3,0.4471962800085792
9,held,1,0.6230772399103254
9,less,1,0.4525880781185315
9,prom,1,0.6549887916103659
9,analys,3,0.7397548594693376
9,consid,1,0.2931576723370849
9,conceiv,2,0.6455137543474362
9,bas,1,0.21485274031629267
9,approach,2,0.7091317923844908
9,survey,1,0.37204883320525295
9,comp,1,0.3655910685996304
9,tradit,1,0.4851876861407992
9,cur,1,0.34098097885712086
9,profess,1,0.38730743428715664
9,idea,1,0.5356733587586857
9,direct,2,0.7954163989029743
9,princip,1,0.5653550045642038
9,data-gathering,1,1.0548834053114322
9,instru,1,0.6230772399103254
9,docu,2,0.5547354797063935
9,opin,1,0.5856818204845795
9,questionnair,1,0.5435243827700575
9,find,1,0.3800332922288577
9,includ,1,0.32423426797126564
9,follow,1,0.3990703068637639
9,research,3,0.702802743889262
9,1890,1,1.0548834053114322
9,1970,1,0.5912621483270645
9,shelf,3,2.126219987569305
9,brows,2,1.5475547158860172
9,left,1,0.6741231492815982
9,problem,1,0.25181939072107906
9,larg,1,0.30893475369746176
9,unresolv,1,0.9546391256526201
9,evid,1,0.5211989451745116
9,resist,1,0.8544936951314701
9,est,1,0.3911083476041764
9,method,1,0.2702603587342945
9,nee,1,0.27736773985319674
9,exhaust,1,0.6549887916103659
9,confirm,1,0.7737773579430086
9,op,1,0.3038410515096021
9,org,1,0.3129101144203591
9,class,1,0.33191405895248616
9,rel,1,0.2388762259233527
9,loc,1,0.44851946489168826
9,meant,1,0.8222892067847032
9,ar,1,0.5435243827700575
9,intellect,1,0.5751482999558801
9,soc,1,0.3635113956360435
9,polit,1,0.6463105246445584
9,interest,1,0.3584611728984286
9,av,1,0.5356733587586857
9,cit,1,0.3754083305224254
9,affect,1,0.4990533680527227
9,democr,1,0.8544936951314701
9,self-realization,1,1.0548834053114322
9,definit,1,0.48257737178036175
9,vary,1,0.2768789472632308
9,gre,1,0.3788609059240025
9,self-indulgence,1,1.0548834053114322
9,untut,1,1.0548834053114322
9,object,1,0.39240113647501623
9,work,1,0.2716444448729543
9,benef,1,0.8222892067847032
9,self-education,1,1.0548834053114322
9,gen,1,0.2476839426683417
9,read,1,0.3545658961922454
9,valu,1,0.38730743428715664
9,guid,1,0.4851876861407992
9,scholar,1,0.7737773579430086
10,access,4,1.0358893862199456
10,period,5,1.1472345190332076
10,resourc,2,0.540645776613374
10,purpos,1,0.21216673269842792
10,study,2,0.28073592084152554
10,develop,2,0.2747414828851468
10,evalu,1,0.19454056078275941
10,recommend,1,0.30869810500146433
10,nat,2,0.3358146271420272
10,plan,1,0.2316392891292626
10,improv,2,0.45463308710880307
10,48,1,0.5126962170788821
10,perc,1,0.31914564334932755
10,academ,1,0.24721783774619333
10,interlibr,2,0.8669269338992704
10,loan,4,1.5941606090068006
10,mat,2,0.4133479102747022
10,bulk,1,0.5376246142811297
10,satisfy,2,0.6728463798474889
10,form,1,0.1541605213322996
10,photocop,2,0.8669269338992704
10,maj,1,0.20991949697781662
10,consid,1,0.17589460340225097
10,long-range,1,0.4933735240708219
10,system,2,0.2267524478818917
10,poss,1,0.19365412630423087
10,aug,1,0.45272721371762165
10,acquir,1,0.3618826630021579
10,stor,1,0.23090139345020175
10,request,1,0.2667433683958372
10,focus,1,0.3782429146088127
10,phys,1,0.24631408109850228
10,lit,1,0.174883477419199
10,bas,1,0.1289116441897756
10,nee,1,0.16642064391191808
10,libr,2,0.21678105049106186
10,commun,1,0.1861467550572604
10,design,1,0.18734274120301322
10,feat,1,0.30869810500146433
10,includ,1,0.19454056078275941
10,follow,1,0.23944218411825835
10,serv,2,0.29722073120201004
10,mad,1,0.18046201011363855
10,avail,1,0.2225693296973819
10,us,1,0.08943925600171584
10,without,1,0.270322888306687
10,restrict,1,0.3547572889962387
10,init,1,0.34508897997352816
10,confin,1,0.5126962170788821
10,prim,1,0.24721783774619333
10,rapid,1,0.26558525377306336
10,depend,1,0.30301342803662157
10,delivery,1,0.4334634669496352
10,journ,2,0.42094966694606495
10,artic,1,0.21331686979641523
10,collect,2,0.37711974323896685
10,cent,1,0.211034443852784
10,comprehend,1,0.3067590319538872
10,subject,1,0.1738875190578365
10,cov,1,0.2538575667374149
10,exclud,1,0.3782429146088127
10,medicin,1,0.34508897997352816
10,worthwhil,1,0.5126962170788821
10,irrespect,1,0.5376246142811297
10,langu,1,0.22322929992315177
11,acquisit,4,1.5740312677277188
11,libr,2,0.2709763131138273
11,mat,2,0.5166848878433777
11,scop,1,0.4076432870775432
11,work,2,0.4074666673094315
11,outlin,1,0.36588711188259715
11,introduc,2,0.6448057642705186
11,acknowledg,1,0.5803330184572565
11,import,2,0.5089204142484152
11,select,2,0.48523985415500526
11,policy,1,0.3810809965386296
11,ser,1,0.372123289936769
11,record,1,0.30243458990352545
11,top,3,1.116369869810307
11,kindr,1,0.7911625539835742
11,discuss,1,0.20443296394947263
11,book,3,0.5826857218047641
11,rel,1,0.17915716944251453
11,obtain,1,0.3045807902162992
11,examin,1,0.28502496917164327
11,thorough,1,0.4912415937077745
11,pap,1,0.20235223602852143
11,cit,2,0.5631124957836381
11,ref,3,0.7614875685630793
11,bibliograph,1,0.2388254411995868
11,not,1,0.28771330156332897
11,cent,2,0.52758610963196
11,autom,3,0.7810445138686688
11,ord,2,0.566549111963309
11,routin,1,0.5531948215877329
11,maj,1,0.26239937122227075
11,review,1,0.28771330156332897
11,chapt,2,0.7358471441205445
11,conceiv,1,0.24206765788028858
11,problem,1,0.18886454304080932
11,man,1,0.24261992707750263
11,pract,1,0.25134875797167655
11,tre,1,0.3458398384706152
11,particul,1,0.2544602071242076
11,dep,1,0.48473289348341886
11,read,1,0.26592442214418405
11,refer,1,0.5221816409884638
11,modest,1,0.541829333687044
11,enorm,1,0.5315549968923262
11,lit,1,0.21860434677399873
12,acquisit,3,1.1805234507957891
12,3,1,0.3173219584217686
12,rd,1,0.7159793442394651
12,world,2,0.6727791973375324
12,ligu,1,0.7911625539835742
12,des,1,0.7159793442394651
12,bibliothequ,1,0.7911625539835742
12,europeen,1,0.7911625539835742
12,de,1,0.6720307678514121
12,recherch,1,0.7911625539835742
12,lib,2,1.2817405426972053
12,set,2,0.5682913588860038
12,1971,1,0.43136122496691015
12,intern,1,0.3113220710491763
12,non-governmental,1,0.7159793442394651
12,org,2,0.46936517163053865
12,aim,1,0.372123289936769
12,est,1,0.2933312607031323
12,clos,1,0.38835516056756225
12,collab,1,0.5055923619611987
12,gen,3,0.5572888710037689
12,research,1,0.1757006859723155
12,libr,4,0.5419526262276546
12,western,1,0.565909017147027
12,europ,4,2.126219987569305
12,particul,2,0.5089204142484152
12,nat,1,0.20988414196376698
12,univers,2,0.4819469475577528
12,help,1,0.3305548236834798
12,find,1,0.28502496917164327
12,pract,1,0.25134875797167655
12,way,1,0.26592442214418405
12,improv,1,0.2841456794430019
12,qual,1,0.36792357206027226
12,serv,1,0.18576295700125628
12,provid,2,0.4081647644791353
12,second,1,0.3160920024844589
12,meet,2,0.7053528811103211
12,assembl,1,0.541829333687044
12,held,2,0.9346158598654881
12,luxembourg,1,0.7911625539835742
12,1972,1,0.49817519031462515
12,decid,1,0.3160920024844589
12,hold,1,0.3989320541866594
12,semin,3,1.6595844647631988
12,mat,3,0.7750273317650667
12,third,1,0.4076432870775432
12,charg,1,0.4434466112452984
12,intellect,1,0.43136122496691015
12,purpos,1,0.2652084158730349
12,would,1,0.2782116621217274
12,examin,1,0.28502496917164327
12,problem,1,0.18886454304080932
12,avail,2,0.5564233242434548
12,ref,1,0.25382918952102645
12,lend,1,0.49817519031462515
12,feas,1,0.4076432870775432
12,cent,1,0.26379305481598
12,collect,1,0.23569983952435428
12,loan,1,0.49817519031462515
12,bibliograph,1,0.2388254411995868
12,inform,1,0.1266979813467207
12,pref,1,0.43926136536343463
12,machine-readabl,1,0.4523533287526973
12,form,1,0.19270065166537448
12,bas,1,0.1611395552372195
12,consid,1,0.2198682542528137
12,whatev,1,0.5135648486339486
12,mean,1,0.2563803623810748
12,propos,1,0.3045807902162992
12,acquir,1,0.4523533287526973
12,publ,1,0.20201067831787864
12,area,1,0.3363895986687662
12,council,1,0.48473289348341886
12,mad,1,0.22557751264204817
12,grant,1,0.5055923619611987
12,toward,1,0.3291484099704965
12,cost,1,0.26379305481598
12,sussex,1,0.7911625539835742
12,17,1,0.5969956799803664
12,19,1,0.5803330184572565
12,septemb,1,0.5315549968923262
12,1973,1,0.541829333687044
13,ad695049,1,1.5823251079671483
13,ev,1,0.554787901711479
13,pretend,1,1.4319586884789302
13,expert,1,0.9241678818936446
13,microfich,2,2.3879827199214656
13,nevertheless,1,1.0631099937846524
13,invit,1,1.160666036914513
13,address,1,0.8956113296157011
13,third,1,0.8152865741550864
13,an,1,0.827772933923569
13,northeastern,1,1.5823251079671483
13,ddc,1,1.2334338101770548
13,industry,1,0.8035100381380287
13,us,2,0.4471962800085792
13,conf,1,0.85524834992661
13,waltham,1,1.5823251079671483
13,massachuset,1,1.2817405426972053
13,april,1,1.083658667374088
13,1968,2,1.6186290927611553
13,tem,1,1.5823251079671483
13,attempt,1,0.551559626772857
13,describ,1,0.35630566692411714
13,would,1,0.5564233242434548
13,lik,1,0.658296819940993
13,fich,1,1.4319586884789302
13,read,2,1.0636976885767362
13,toward,1,0.658296819940993
13,uniform,1,1.083658667374088
13,fed,1,0.9241678818936446
13,report,1,0.4755419950972476
13,numb,1,0.4539038883508077
13,system,1,0.2834405598523646
13,cud,1,1.5823251079671483
13,two,1,0.44230329064896523
13,modest,1,1.083658667374088
13,propos,1,0.6091615804325984
13,rev,1,0.8152865741550864
13,septemb,1,1.0631099937846524
13,ad-669204,1,1.5823251079671483
14,admin,3,0.5986283053038135
14,colleg,4,0.8317503190985129
14,libr,7,0.5419526262276546
14,book,4,0.44395102613696313
14,cent,1,0.15073888846627426
14,thes,1,0.30961676210688227
14,rest,1,0.3316188676898608
14,upon,1,0.19396631919365637
14,simpl,1,0.19396631919365637
14,frequ,1,0.18888847067627418
14,neglect,1,0.3233765812268726
14,principl,1,0.18808480569742655
14,serv,3,0.318450783430725
14,goe,1,0.30961676210688227
14,beyond,1,0.2769902248476679
14,common,1,0.20681887362015505
14,acceiv,1,0.20464445346997634
14,funct,2,0.3309132701846608
14,circ,2,0.4409972928592347
14,stor,1,0.16492956675014409
14,ex,1,0.17221669690026792
14,mer,1,0.2533980635687419
14,hous,1,0.29346562779082774
14,mat,2,0.295248507339073
14,suppl,1,0.2584876164301127
14,extend,2,0.3897173137362837
14,teach,2,0.45592234764189643
14,process,1,0.12563900243017925
14,ref,2,0.2900905023097445
14,afford,1,0.31611132662156166
14,facul,1,0.2584876164301127
14,memb,1,0.20464445346997634
14,opportun,1,0.2769902248476679
14,improv,1,0.16236895968171536
14,instruct,1,0.2584876164301127
14,enco,1,0.28070948211872826
14,stud,1,0.1913704844004774
14,read,3,0.4558704379614583
14,bet,1,0.20907834964719835
14,ess,1,0.21142956327959292
14,act,1,0.12420537075559748
14,tool,1,0.20152939460294889
14,ful,1,0.19668642757424207
14,efficy,1,0.1827596599771099
14,real,1,0.2025491111423606
14,pres,1,0.10646714628414114
14,work,1,0.1164190478026947
14,retain,1,0.3662115836277729
14,first,1,0.13927715451541037
14,edit,1,0.2025491111423606
14,includ,1,0.1389575434162567
14,subst,1,0.22639100368882575
14,revid,1,0.28467153732264294
14,chapt,2,0.42048408235459683
14,plan,1,0.1654566350923304
14,text,1,0.17593862935607305
14,also,1,0.1302175935041152
14,independ,1,0.24435667140760287
14,profess,1,0.16598890040878142
14,found,1,0.1638906455761725
14,footnot,1,0.35240966005058705
14,bibliograph,1,0.13647168068547816
14,us,1,0.06388518285836846
14,purpos,1,0.1515476662131628
14,brought,1,0.2612036461173004
14,dat,1,0.10710798268916834
14,cas,1,0.1734295411534298
15,inform,2,0.2533959626934414
15,flow,1,0.3961842564554451
15,research,2,0.351401371944631
15,develop,2,0.34342685360643355
15,lab,4,1.7737864449811935
15,techn,4,0.8066823389698081
15,commun,3,0.6980503314647264
15,pattern,1,0.3148773895116402
15,two,2,0.44230329064896523
15,examin,1,0.28502496917164327
15,us,2,0.2235981400042896
15,mod,1,0.3581277935724586
15,sociomet,2,1.2817405426972053
15,structure,2,0.5468202642216046
15,network,2,0.6916796769412304
15,result,1,0.19484828927438472
15,interact,1,0.35092308439028225
15,soc,1,0.27263354672703266
15,rel,1,0.17915716944251453
15,work,1,0.20373333365471574
15,star,1,0.7911625539835742
15,provid,1,0.20408238223956765
15,memb,2,0.7162555871449172
15,org,2,0.46936517163053865
15,eith,1,0.34750574073407503
